,text,label_category
2667,"Didn't think parking would be as bad as it was, with the car park being closed to vehicles, possibly because it was full.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2668,But no details of where else is best to park.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2669,It was busy because it was hot but not as busy as it could have been so you could easily enjoy the padding pool and playground.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2670,"However, my son loved the water area.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2671,Plenty of space to sit on the grass.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2672,First time visiting here.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2673,"Toilets aren't great, one toilet had toilet paper.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2674,We visited Sunday 18th August and it was just filled with dog poo.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2675,Owners need to clean up after their dogs.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2676,"Can be quite messy sometimes because of overflowing bins and rubbish, avoid at Wimbledon Tennis Championship times for obvious reasons.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2677,"Also, in summer it gets packed with people having bbq's and sunning themselves, but that's normal, wouldn't be a London park if that didn't happen!","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2678,Nice park that's very close to Southfields Tube Station.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2679,Big park with a nice lake and some wildlife.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2680,"There's not much of a walk around the lake itself, just a bit of it.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2681,When I explained I was disabled this made absolutely no difference to him.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2682,The place I was parked was not blocking or obstructing anyone or anything.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2683,Otherwise brilliant experience for my son,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2684,Just got back from here after taking my son on a young drivers lesson which was brilliant  but when I was parking my car I was told to move by a arrogant parking attendant.,"[0, 0, 0, 0, 1, 0, 0, 0, 1]"
2685,Hope this man never has the hassle he has just put me through.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2686,And I would like to add that I've parked in the same place a couple of times when I've been there for same driving lesson.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2687,Getting out the area afterwards can take a little bit.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2688,The prices are on par with those found at fares and festivals.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2689,A few choices for food from the usual Van's.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2690,The prices are like those found at typical sporting events.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2691,Plenty of bars available to use as it was not the grand national weekend meeting.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2692,Went to the last meeting of the season.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2693,So it's best to stop a little bit after the last race or leave before the last race.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2694,But not being the main grand national weekend the crowds are far lower.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2695,Plenty of viewing points to watch the races.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2696,"Have to say it was a breeze getting in and out of though, nice work by the car park attendants","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2697,I missed two races while trying to get a drink from one of the inside bars (much faster at the outside ones).,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2698,Finally got to cross aintree off my visited courses and...,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2699,Wouldn't dream of coming to the national here.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2700,I went on a Sunday family day and it was packed.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2701,Nice course and good quality racing.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2702,"Friendly people around the course too, I had a good time but I couldn't attend a big meeting here, it'd drive me nuts.","[0, 0, 0, 0, 1, 0, 0, 0, 1]"
2703,"Should be 5* minimum but the Carling lager was absolutely dreadful, should have tried something else I suppose, the event was well presented, love the place, yes I know what do you expect as I'm a Scouser, staff all over the course credit to the jockey club, oh i also backed a winner and came home with more money than i left the house with, lucky me.","[0, 1, 0, 0, 0, 0, 0, 0, 1]"
2704,Went for a hen do to the races...,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2705,"I think I saw a jockey...very crowded, few places to rest especially when 2 members of the party had medical conditions, one fainted and I found it weird that the cleaners and steward I found had no radios to call for assistance.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2706,The ambulance crew we found were already with another patient.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2707,"Hopefully next time there will be more people with radios, couldn't believe the lack of ability to communicate between staff, what if there was an evacuation?","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2708,Surely the staff need to be aware of what's going on.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2709,"But it was an experience, glad I went.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2710,Aintree should be a 5 star experience but sadly it is let down by only one thing...,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2711,Urgent action is needed on this as simply it's no way to treat a lady.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2712,"The lack of toilets  As a regular race goer who loves the big meetings, one thing in horse racing needs to be addressed is access to toilets.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2713,"Me and My Family and Friends went to Ladies Day and truly enjoyed the day, but felt sorry for all the Ladies who were stuck in queues for the toilets, one or two of them in desper going into the Mens toilet.","[0, 0, 0, 1, 0, 0, 1, 0, 0]"
2714,I won't be going to the festival zone ever again.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2715,Went on national day in the festival zone I go almost every year.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2716,Over the last 2 years the zone tickets have been over sold.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2717,It did used to be a good experience not any more.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2718,The bars are over crowded and over priced and the queues for the ladies is beyond ridiculous.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2719,People pushing and fighting and arguing also people standing infront of you doing drugs is not what you really want to be seeing.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2720,"Great atmosphere, beautiful surroundings but if you're infirm, disabled or carrying an injury you'll find there's absolutely no where to sit down and that you'll have to queue for the toilets which are dirty and disgusting.","[1, 1, 0, 0, 0, 0, 1, 0, 0]"
2721,For years my family attended the Grand National but alas we will do so no more.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2722,More deaths as a result of entertainment and greed.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2723,If there was half as many fatalities to humans in a race the whole thing would be banned but because animals are seen as lesser beings they are forced to endure this suffering.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2724,"For Ladies day, roads were all blocked off by police & stewards, and I was refused access to pick up my wife who has a walking disability...she was expected to walk hundreds of yards, then get a taxi to meet up with me outside the exclusion zone - pathetic.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2725,"Police offered no solution just denied access, Surely not DDA compliant???","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2726,Don't go if you are disabled!,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2727,"Amazing, Iconic, Breath taking, so many superlatives to describe this building.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2728,"Looking at this building is awesome, with its golden yellow color shimmering in the sunlight.  the seat of parliament in one of the oldest democratic nation.","[1, 1, 0, 0, 0, 0, 0, 0, 0]"
2729,"With its vantage point near the Westminster Bridge, you can see so much of what else London offers.","[0, 1, 0, 0, 0, 1, 0, 0, 0]"
2730,Take the underground straight to it or you can meander your way from Tralfagar along the river bank  and admire the buildings along the way.,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
2731,You will also pass-by No 10 and the War Room too.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2732,Sitting right beside the Thames River is so inspiring  and just marvelling at its architecture.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2733,Education (history) should be free.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2734,I remind everyone that the best museums in the world are for free which is why I cannot understand why visitors are charged to see the remaining areas.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2735,It was just too small and almost pointless.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2736,"I took up the free ticket option to see the 'Houses Of Parliament - Peterloo Exhibition' and, was unfortunately, disappointed.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2737,I would like to know who is up there next it would be good if Mr Gove Michael Gove could be the new environmental minister.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2738,We need to sort out.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2739,Out every council has to be in sync with each other they all have to recycle the same materials otherwise consumers don't know what to buy they don't know how or when or if it will be recycled this issue needs to be resolved otherwise with photos and images like I will show you now.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2740,I am looking at the news today and seen that Sajid Javid resigns.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2741,I've also seen the environmental minister has been replaced.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2742,Tour guides are wonderful.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2743,Make it free and charge every upper stiff lip.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2744,Should offer a residency program to every dictator of the world.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2745,A must for any student of law and Democracy.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2746,Birth place of Westminster democracy or parliamentary democracy as we have come to know.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2747,Wonderful journey down the history lane.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2748,Was hoping to see hordes of school children but didn't.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2749,No attempt to scrub colonial past.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2750,"Great tourguide, and fascinating tour.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2751,"Long line, and not able to take pictues...even of statues, etc.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2752,Knowledgable guides give you the background  and the history on tours which are well worth taking.,"[1, 0, 0, 0, 1, 0, 0, 0, 0]"
2753,Downside is that we were rushed through this expensive tour because we were the absolute last for the day.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2754,There is so much to see and learn - this is a real insight into the multi-faceted history of England.,"[1, 0, 0, 1, 0, 0, 0, 0, 0]"
2755,This iconic building is long overdue for major repairs.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2756,It is a fascinating building and looks good from a distance but close up the decay is obvious.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2757,I feel sorry for our elected representatives who have to work in these conditions.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2758,Good to hear that renovations are being planned.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2759,"FionaWattsmagnacarta300 I have visited Parliament twice, both on issues to do with The Parliamentary Ombudsman on neither occasion saw MP's genuinely resolve maladministrations against UK citizens.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2760,A nice building though- extra star for that!,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2761,"What's more is preserved from the past until now used as the parliamentary institution in the Kingdom of Great Britain, Scotland and Northern Ireland, really captivating once  and is well suited for those who study philosophy and culture of Britain.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2762,I particularly liked the classic design of the Palace of Westminster this.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2763,Using a scold tone to tell visitors as if he is the ruler of everyone.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2764,That African guy is a shame of the U.K. parliament.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2765,He even threatened to have law enforcement come just because the visitor can't understand his bad English speaking like a mad man!,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2766,"The most staff are fine, but the staff who is giving the visitor badge has a horrible attitude to visitors.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2767,"Went to a function there last night the strangers bar which had to be hurriedly opened and after a lengthy queue £6.75 for a small bottle peroni beer and a small mixer bottle orange juice , All the servers we met were from abroad in our country house?","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2768,My only moment of anxiety was in the amusements when not everyone had their masks on. ...so I just came out.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2769,My first experience of a caravan holiday and I must say I thought it was ideal for families.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2770,Our caravan had everything we needed infact everything looked brand new including the beds and bedding.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2771,As we are at the moment coping with the virus Haven seemed to have most things covered.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2772,I didn't expect any entertainment but all was provided as long as you booked.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2773,Would I go again... definatley.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2774,Avoid this site as you get treated like you have the covid by some of the staff,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2775,"The place was a building site, paid for a break away knowing we couldn't use the pub or club only to find them open only for owners as common holiday makers are more likely to have covid and that is a quote from a member of staff.","[0, 0, 0, 0, 1, 0, 0, 0, 1]"
2776,Had a prestige caravan right at the back of the swimming pool with maintenance and security vans passing all day and workers constantly coming in the back gate.,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
2777,We left a day early  and the manager couldn't even be bothered to come out of her office and take our complaint.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2778,No good for if your in constant pain.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2779,The storage again is high up.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2780,I will say there is a good bus system into town.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2781,When iv had a problem they've gone out of their way to fix it.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2782,Hence the three stars,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2783,"It's great for family's  but wouldn't reccomend for someone in a wheelchair, because they do have accessible vans, they haven't thought about storage in the kitchen which is high up n out of reach.","[0, 0, 0, 1, 0, 0, 1, 0, 0]"
2784,"The beds are not move able so can't be raised, the mattresses are your cheap bog standard ones.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2785,Will look for another holiday provider for next year as they don't seem too bothered abouts wanting guest to return.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2786,I contacted customer relations Haven and got a very weak response.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2787,The park was covered in dog mess which my children repeated stepped in.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2788,We wasn't made aware the activities had to be booked so when we turned up we got turned away.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2789,We live locally and went in with a day pass.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2790,I think more could be done to segregate the separate areas and signposting wasn't obvious but overall was very impressed.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2791,The park is lovely.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2792,There are plenty of activities for the children and the employees supervising them were all very good and welcoming and ensured safe practice.,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
2793,All the caravans looked smart and comfortable.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2794,We didn't eat but the main restaurant looked top notch.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2795,Being mixed raced and visiting this area .,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2796,Results in werid stares and verbal rascist comments.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2797,It is very clear any person of colour not welcome here with the locals and surrounding areas.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2798,"Plus in all honesty it was a run down seaside area anyways ,that seems to be built in the middle of an housing estate .","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2799,"Not a place I would ever want to visit again anyways , so not overly bothered .","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2800,Haven provides pretty decent holiday parks this by any means isn't one.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2801,I would recommend other haven holidays park though.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2802,Staff are amazing and the funstars even more so amazing with the little ones!,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2803,The kids loved it.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2804,"We had an amazing time, my childhood memories came flooding back.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2805,"I grew up going to caister back in the old school tiger club(amazing club for children of all ages) I have 2 children(6 & 11)myself and we had our first holiday here bank Holiday weekend just gone, for Easter..","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2806,I can't believe I left it so long taking them away especially to such a great park.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2807,We booked for the October half term coming and will be doing Easter and October every year from now..,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2808,Excellent place to stay.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2809,We always use haven every year.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2810,This is one of the best.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2811,"The reason I cant give 5 stars is because of your car park attendant,who was on three separate occasions heard being rude to people who didnt park in the exact spot he wanted(Monday and friday).","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2812,I dont think this behaviour should be your first point of contact when you arrive.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2813,Hopefully this will be taken onboard so that other geusts aren't met with this unpleasentness,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2814,Even contemplating buying one.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2815,Will never be going to Haven again.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2816,We usually go to Butlins and have been truly spoilt by that.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2817,In general it was a wasted week and will never be returning!!!!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2818,Play areas again basic and boring.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2819,Mash and Barrell food was disgusting cold and tasteless on top of being VERY expensive ended up going to a local pub near by for meals.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2820,We stayed at a caravan there were 4 adults and 2 kids and let me tell you it was cramped.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2821,"Nothing to do, facilities are way below par.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2822,Swimming pool is basic and poor at best nothing for the kids to enjoy.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2823,"Greeted on arrival by friendly check in staff done in 5 mns, had a standerd newer model which was spotless, food is great at mash an barrel staff very freindly about 15 minute wait for food well worth the wait, supermarket well stocked, fun stars work hard entertainment great for kids,  swimming pool very clean, so much to do on park compared to other parks, imo best haven site I've been too by a mile and I've been to most already booked for 7 nights next year you need 7 days too fit it in all the activities now ready for the last night of a great holiday","[0, 0, 1, 0, 1, 0, 1, 0, 1]"
2824,I have never been so close to one to get the scale and size of it.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2825,The telescope is crazy big.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2826,Entry is reasonably priced There are level walks (galaxy garden) and plenty of tree species to look at if you are in to that as well. the have plenty or parking and look to be expanding the car park whilst we were there. there is a nice gift shop (standard pricing for that type of thing) there is a coffeecafe but we didn't visit that.,"[0, 0, 1, 0, 0, 1, 0, 1, 0]"
2827,Excellent place We popped here whilst visiting family my 2 year old loved it. especially all the interactive exhibits within the buildings.,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
2828,Maybe that is why.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2829,No excuse for bad presentation though as I was the only one in the cafe.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2830,The bacon was Spanish style which I don't mind but it wasn't mentioned while ordering.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2831,The beans were re fried (God knows how many times) chips is not breakfast for me.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2832,"It was served in a pudding dish every thing was piled on, the egg was at the bottom.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2833,I actually had to tidy this up to take the photo.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2834,Do not order the Full English breakfast.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2835,"So all in all I paid £8 for a sausage, mushrooms, tomato which out of everything else tasted alright.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2836,"It was served with 2 slices of fried bread, no toast and no butter.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2837,If you would like to enjoy your day out go winter autumn time to save being attacked.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2838,Would not recommend going in the summer as they said nothing could be done about wasps.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2839,"Everyone was moaning in the restaurant, we even sat inside but as the doors were open the wasps were free to come in.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2840,"Unfortunately the day was spoilt when outside, there were so many wasps attacking you everyone was dancing around, especially when eating!","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2841,We rushed the children to eat just so we could get out.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2842,"Was really excited to take my partner and our son as I had fond memories from my youth, unfortunately now it's £21 for 2 adults and parking, this along with having to pay for some activities made for a very expensive day. £2.45 for a bottle of coke was the tip of the iceberg.","[1, 0, 1, 1, 0, 0, 0, 0, 0]"
2843,As mentioned on other reviews unfortunately other than one activity building and a very small play area in the gardens there isn't much to keep the young ones entertained.,"[0, 0, 0, 1, 0, 0, 0, 1, 0]"
2844,It could be made so much better and interactive for all ages.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2845,"A shame, won't be returning -(","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2846,Car parking is free and there is a reasonable number of 'blue badge' bays.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2847,The centre's cafe can easily get crowded but the food is very good and reasonably priced.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2848,This isn't a Disney attraction but much effort has been put into making the visit fun and informative for kids of all ages.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2849,The site is flat and access for anyone with physical disabilities shouldn't be a problem.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2850,"Some aspects of the centre could do with a little sprucing-up but this, in no way, detracts from the wealth of information available about The Lovell Radio-telescope and the science with which it is associated.","[0, 0, 0, 1, 0, 0, 1, 0, 0]"
2851,An improvement would be to allow access to the building which housed the 2 shows earlier than 5 mins before the show starts - its no fun standing in a queue outside when its cold.,"[0, 1, 0, 0, 0, 0, 1, 1, 0]"
2852,"We went to 2 shows - one where you meet a scientist who shares their work and answers questions from the audience, and another more practical session with demonstrations - both were really good, and they are free!","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2853,"Car parking is currently having a make-over but the Jodrell Bank team have thought it through well, so thank you.","[0, 0, 0, 0, 1, 1, 0, 0, 0]"
2854,"Food in cafe was a little expensive, but the quality was excellent.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2855,The cafs not great..,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2856,The observatory itself is amazing!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2857,A massive structure that's great to look at and wander around.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2858,"Bit messy and hipster - sweet potato fries served in a plant pot! etc, and slow when it gets busy.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2859,Great place for a trip out.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2860,I felt it was overpriced and underwhelming which made me quite sad.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2861,I teach physics because of the way this place captured my imagination in the 1980s but it was better back then.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2862,"Grubby black curtain surrounding Isaac Newtons hologram as you enter, followed by loads of science exhibits.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2863,"I don't much care for the cakes, I came for the awe and science buzz but it feels consumerised now","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2864,You used to be able to play with the solar dish and get up close to the old control desk in the old visitor center but not now.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2865,Went in a group of 4 adults.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2866,The indoor exhibits - we only found 2 buildings that were open to the public - were dull.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2867,"I was disappointed that there was no planetarium, which I remembered visiting as a child.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2868,"Very underwhelming couple of hours, if that.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2869,"We decided to cut our losses and leave early, however, that was after a nice cup of tea, cake and ice cream in the caf.","[0, 0, 1, 0, 0, 0, 0, 0, 1]"
2870,"The weather was great, we spent a good amount of time staring up at the the Lovell Telescope and playing with the outdoor and indoor experiments but they were not really exciting or intriguing and didn't hold my attention for long.","[0, 1, 0, 0, 0, 0, 0, 0, 1]"
2871,Telescope covered in builders.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2872,Main building stunk of sewage.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2873,"Plenty of other, better value days out elsewhere.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2874,"Pedestrian access is terrible, especially from Goostrey Station - they shut their south entrance thus making you walk 3 miles around the block on terrible 70mph roads, just to go 300metres.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2875,"For the price they charge, I'd climb the fence at the jn of Bomish Lane & the A535.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2876,Gardens were like a public park in Moss Side.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2877,I can guarantee that this is one of the best view in London everybody should visit here.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2878,There are lots of events around everyday.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2879,Someday you can see groups of protesters.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2880,No matter during a shining day or a spotlightful night.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2881,Someday you could see talentful nomad musicians or even excellent arts performers.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2882,But if you are eating ice cream please beware of those seagulls.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2883,The walk along the thames is extremely romantic if you are with your couple or partners.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2884,I can totally say that river thames'view is beautiful from every perspective.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2885,Saw a big dead white dog in the river. always see plastic buckets.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2886,Cant believe I drink from this micro plasticy and heavy metaly river.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2887,Still better than plastic bottles.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2888,Always install a filter at home to remove micro plastics.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2889,The views of London are amazing from the tower.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2890,Definitely worth your time.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2891,I find it interesting that I give the tower bridge a five star rating given that it nearly gave me heart failure.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
