,text,label_category,traintest
3061,Great food but the service was dreadful!,"[0, 1, 0, 1, 0]",test
3062,The portions of the food that came out were mediocre.,"[0, 0, 0, 1, 0]",test
3063,the two waitress's looked like they had been sucking on lemons.,"[0, 1, 0, 0, 0]",test
3064,"From the beginning, we were met by friendly staff memebers, and the convienent parking at Chelsea Piers made it easy for us to get to the boat.","[0, 1, 0, 0, 1]",test
3065,We enjoyed ourselves thoroughly and will be going back for the desserts ....,"[0, 0, 0, 1, 1]",test
3066,Desserts are almost incredible: my personal favorite is their Tart of the Day.,"[0, 0, 0, 1, 0]",test
3067,I am surprised at the lower reviews because it is definitely better than other places I have tried with higher ratings.,"[0, 0, 0, 0, 1]",test
3068,Maybe the secret was that we went on a Sunday night and everything was great.,"[0, 0, 0, 0, 1]",test
3069,"The food was extremely tasty, creatively presented and the wine excellent.","[0, 0, 0, 1, 0]",test
3070,WE ENDED UP IN LITTLE ITALY IN LATE AFTERNOON.,"[0, 0, 0, 0, 1]",test
3071,WE WERE PLEASANTLY SURPRISED WITH OUR CHOICE.,"[0, 0, 0, 0, 1]",test
3072,THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.,"[0, 0, 0, 1, 0]",test
3073,Harumi Sushi has the freshest and most delicious array of sushi in NYC.,"[0, 0, 0, 1, 0]",test
3074,"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff.","[0, 1, 0, 1, 0]",test
3075,"If you're craving some serious indian food and desire a cozy ambiance, this is quite and exquisite choice.","[1, 0, 0, 1, 0]",test
3076,I definitely enjoyed the food as well.,"[0, 0, 0, 1, 0]",test
3077,have always had a great time here.,"[0, 0, 0, 0, 1]",test
3078,"It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from appetizers to entrees) was delectable.","[1, 1, 0, 1, 0]",test
3079,You will be very happy with the experience.,"[0, 0, 0, 0, 1]",test
3080,"The food is surprisingly good, and the decor is nice.","[1, 0, 0, 1, 0]",test
3081,How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!,"[0, 0, 0, 1, 0]",test
3082,Two wasted steaks -- what a crime!,"[0, 0, 0, 1, 0]",test
3083,The staff should be a bit more friendly.,"[0, 1, 0, 0, 0]",test
3084,I absolutely suggest this place.,"[0, 0, 0, 0, 1]",test
3085,I think the meatball parm is good.,"[0, 0, 0, 1, 0]",test
3086,"If you want good tasting, well seasoned latin food eat at Cabana and you can't go wrong.","[0, 0, 0, 1, 0]",test
3087,Definitely try the taglierini with truffles - it was incredible.,"[0, 0, 0, 1, 0]",test
3088,"Also, the staff is very attentive and really personable.","[0, 1, 0, 0, 0]",test
3089,"Overall, this is a great new restaurant that has been consistently good every time I have been.","[0, 0, 0, 0, 1]",test
3090,The gnocchi literally melts in your mouth!,"[0, 0, 0, 1, 0]",test
3091,Had a great experience at Trio ... staff was pleasant; food was tasty and large in portion size - I would highly recommend the portobello/gorgonzola/sausage appetizer and the lobster risotto.,"[0, 1, 0, 1, 0]",test
3092,"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana.","[0, 0, 0, 1, 0]",test
3093,"The food is good, the teriyaki I recommend.","[0, 0, 0, 1, 0]",test
3094,Meal was very expensive for what you get.,"[0, 0, 1, 1, 0]",test
3095,Try the Peanut Butter Sorbet and the pizza with soy cheese!,"[0, 0, 0, 1, 0]",test
3096,"Good food at the right price, what more can you ask for.","[0, 0, 1, 1, 0]",test
3097,"We love it, and took buses and cabs to get there.","[0, 0, 0, 0, 1]",test
3098,"If you' re in New York, you do not want to miss this place.","[0, 0, 0, 0, 1]",test
3099,"The food is top notch, the service is attentive, and the atmosphere is great.","[1, 1, 0, 1, 0]",test
3100,"I've been coming here on and off for the past five years and I have to say that La Lanterna has never, ever dissapointed me.","[0, 0, 0, 0, 1]",test
3101,"Great food, great waitstaff, great atmosphere, and best of all GREAT beer!","[1, 1, 0, 1, 0]",test
3102,this is still one of my most favorite restaurants in the area the food is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.,"[1, 0, 1, 1, 0]",test
3103,"My husband and I moved to Nolita 6 years ago and for as long as we have lived here, Peasant has been our favorite!","[0, 0, 0, 0, 1]",test
3104,The whole experience was satisfying.,"[0, 0, 0, 0, 1]",test
3105,"However, it was worth the visit.","[0, 0, 0, 0, 1]",test
3106,The menu is interesting and quite reasonably priced.,"[0, 0, 1, 1, 0]",test
3107,The food was delicious and clearly fresh ingredients were used.,"[0, 0, 0, 1, 0]",test
3108,This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.,"[0, 0, 0, 1, 0]",test
3109,Appetizer are excellent here; you can make a great (and inexpensive) meal out of them.,"[0, 0, 1, 1, 0]",test
3110,The spicy mussels are a highlight.,"[0, 0, 0, 1, 0]",test
3111,Also get the Onion Rings -- best we've ever had.,"[0, 0, 0, 1, 0]",test
3112,Would not return for the amount we paid.,"[0, 0, 1, 0, 0]",test
3113,"However, being foodies, we were utterly disappointed with the food.","[0, 0, 0, 1, 0]",test
3114,"Huge portions, great and attentive service, and pretty good prices.","[0, 1, 1, 1, 0]",test
3115,I was highly disappointed by their service and food.,"[0, 1, 0, 1, 0]",test
3116,"I complained to the waiter and then to the manager, but the intensity of rudeness from them just went up.","[0, 1, 0, 0, 0]",test
3117,The food is great and the milkshakes are even better!,"[0, 0, 0, 1, 0]",test
3118,Stay away if you're claustrophobic,"[1, 0, 0, 0, 0]",test
3119,"If you're in the 'hood, definitely stop in.","[0, 0, 0, 0, 1]",test
3120,the mushroom barley soup is amazing.,"[0, 0, 0, 1, 0]",test
3121,"On the recommendation of a friend, I checked out Arezzo with my wife.","[0, 0, 0, 0, 1]",test
3122,"I'm glad I did as the food was very good and the staff was friendly, courteous and efficient.","[0, 1, 0, 1, 0]",test
3123,Their duck here is also absolutely delicious.,"[0, 0, 0, 1, 0]",test
3124,This is definitely one of the places that I have continued to come back to over the years.,"[0, 0, 0, 0, 1]",test
3125,"While it was large and a bit noisy, the drinks were fantastic, and the food was superb.","[1, 0, 0, 1, 0]",test
3126,One caveat: Some of the curried casseroles can be a trifle harsh.,"[0, 0, 0, 1, 0]",test
3127,I wasn't impressed and it wasn't SPICEY????,"[0, 0, 0, 1, 0]",test
3128,The food was almost always EXCELLENT.,"[0, 0, 0, 1, 0]",test
3129,I was pleasently surprised at the taste.,"[0, 0, 0, 1, 0]",test
3130,"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great choice for seafood lovers.","[1, 0, 0, 1, 0]",test
3131,I never had an orange donut before so I gave it a shot.,"[0, 0, 0, 1, 0]",test
3132,"they really provide a relaxing, laid-back atmosphere.","[1, 0, 0, 0, 0]",test
3133,This particular location certainly uses substandard meats.,"[0, 0, 0, 1, 0]",test
3134,I stumbled upon this resteraunt on my way home from the subway.,"[0, 0, 0, 0, 1]",test
3135,The Management was less than accomodating.,"[0, 1, 0, 0, 0]",test
3136,The ambience is also more laid-back and relaxed.,"[1, 0, 0, 0, 0]",test
3137,the teas are great and all the sweets are homemade.,"[0, 0, 0, 1, 0]",test
3138,mojitos and the service are the best part in there,"[0, 1, 0, 1, 0]",test
3139,"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.","[0, 0, 0, 1, 0]",test
3140,this restaurant is absolutely beautiful.,"[0, 0, 0, 0, 1]",test
3141,The design is very intimate and romantic.,"[1, 0, 0, 0, 0]",test
3142,The food was wonderful and imaginative.,"[0, 0, 0, 1, 0]",test
3143,The staff is very sharp and they look good too.,"[0, 1, 0, 0, 0]",test
3144,The worst though was the taste.,"[0, 0, 0, 1, 0]",test
3145,"They were dry, stale and pretty flavorless.","[0, 0, 0, 1, 0]",test
3146,The fajita we tried was tasteless and burned and the mole sauce was way too sweet.,"[0, 0, 0, 1, 0]",test
3147,Stay with the roasted chickens and you'll be fine.,"[0, 0, 0, 1, 0]",test
3148,"The atmosphere is warm, comfortable, artsy and sexy.","[1, 0, 0, 0, 0]",test
3149,"The food is great (big selection, reasonable prices) and the drinks are really good.","[0, 0, 1, 1, 0]",test
3150,The steak melted in my mouth.,"[0, 0, 0, 1, 0]",test
3151,"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it.","[0, 1, 0, 0, 0]",test
3152,"Most importantly, it is reasonably priced.","[0, 0, 1, 0, 0]",test
3153,"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.","[1, 0, 0, 1, 0]",test
3154,"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste.","[0, 0, 1, 1, 0]",test
3155,"Food was decent, but not great.","[0, 0, 0, 1, 0]",test
3156,I have no idea why this restaurant is so often overlooked.,"[0, 0, 0, 0, 1]",test
3157,"From the moment you walk in, you feel like you're in the perfect place.","[0, 0, 0, 0, 1]",test
3158,i dont know what some people who rave about this hot dog are talking about.,"[0, 0, 0, 1, 0]",test
3159,it is a hidden delight complete with a quaint bar and good food.,"[1, 0, 0, 1, 0]",test
3160,"I find that most Kosher restaurants are average to good, but this has been the best I've eaten so far.","[0, 0, 0, 0, 1]",test
3161,The waiters ALWAYS look angry and even ignore their high-tipping regulars.,"[0, 1, 0, 0, 0]",test
3162,"the atmosphere is very nice, and a welcome escape from the rest of the SI mall.","[1, 0, 0, 0, 0]",test
3163,"Yes, they're a bit more expensive then typical, but then again, so is their food.","[0, 0, 1, 1, 0]",test
3164,"Not terrible, but not the restaurant in the reviews of 2002.","[0, 0, 0, 0, 1]",test
3165,"I can say that the wraps, burgers and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money.","[0, 0, 1, 1, 0]",test
3166,It was delicious and large!,"[0, 0, 0, 1, 0]",test
3167,"Anywhere else, the prices would be 3x as high!","[0, 0, 1, 0, 0]",test
3168,The service we experienced was friendly and good.,"[0, 1, 0, 0, 0]",test
3169,Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.,"[0, 1, 0, 0, 0]",test
3170,The folding chair I was seated at was uncomfortable.,"[1, 0, 0, 0, 0]",test
3171,As we waited I watched 3 seperate groups of diners discuss how dissapointed they also were.,"[0, 0, 0, 0, 1]",test
3172,An excellent choice in midtown.,"[0, 0, 0, 0, 1]",test
3173,Service was among the best I have ever had in NYC.,"[0, 1, 0, 0, 0]",test
3174,The fettucino alfredo was amazing.,"[0, 0, 0, 1, 0]",test
3175,The food was very good and I was pleasantly surprised to see so many vegan options.,"[0, 0, 0, 1, 0]",test
3176,I know real Indian food and this wasn't it.,"[0, 0, 0, 1, 0]",test
3177,"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on...","[0, 0, 0, 1, 0]",test
3178,"Even when the chef is not in the house, the food and service are right on target.","[0, 1, 0, 1, 0]",test
3179,Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,"[0, 0, 0, 1, 0]",test
3180,"The waiters were very professional, courteous and attentive.","[0, 1, 0, 0, 0]",test
3181,My boyfriend and I went here last night and LOVED it!,"[0, 0, 0, 0, 1]",test
3182,The falafal was rather over cooked and dried but the chicken was fine.,"[0, 0, 0, 1, 0]",test
3183,"I highly reccomend the grand marnier shrimp, it's insanely good.","[0, 0, 0, 1, 0]",test
3184,"We been there and we really enjoy the food, was areally great food, and the service was really good.","[0, 1, 0, 1, 0]",test
3185,Desserts include flan and sopaipillas.,"[0, 0, 0, 1, 0]",test
3186,I was starving and the small portions were driving me crazy!,"[0, 0, 0, 1, 0]",test
3187,The wait staff was loud and inconsiderate.,"[0, 1, 0, 0, 0]",test
3188,"However, the food and service and dramatically lacking.","[0, 1, 0, 1, 0]",test
3189,The sushi is cut in blocks bigger than my cell phone.,"[0, 0, 0, 1, 0]",test
3190,"The service is great, my soup always arrives nice and hot.","[0, 1, 0, 1, 0]",test
3191,It had been awhile and I forgot just how delicious crepes can be.,"[0, 0, 0, 1, 0]",test
3192,Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,"[0, 0, 0, 1, 0]",test
3193,My friend told me about this restaurant for a year before he finally took me this weekend.,"[0, 0, 0, 0, 1]",test
3194,i had a delicious shrimp creole.,"[0, 0, 0, 1, 0]",test
3195,The chicken dinner was real good.,"[0, 0, 0, 1, 0]",test
3196,Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth.,"[0, 0, 0, 1, 0]",test
3197,The decor is designed in a contemporary Japanese style restaurant.,"[1, 0, 0, 0, 0]",test
3198,but the food was delicious.,"[0, 0, 0, 1, 0]",test
3199,"Try the ribs, sizzling beef and couple it with coconut rice.","[0, 0, 0, 1, 0]",test
3200,The only drawback is that it's a little pricey.,"[0, 0, 1, 0, 0]",test
3201,Everything about this place was wonderful.,"[0, 0, 0, 0, 1]",test
3202,The avocado salad is a personal fave.,"[0, 0, 0, 1, 0]",test
3203,"And, the honey BBQ rib tips are yummy!","[0, 0, 0, 1, 0]",test
3204,The BEST Chinese food Uptown!,"[0, 0, 0, 1, 0]",test
3205,Service is known for bending over backwards to make everyone happy.,"[0, 1, 0, 0, 0]",test
3206,"The atmosphere is attractive, but a little uncomfortable.","[1, 0, 0, 0, 0]",test
3207,The staff is very friendly.,"[0, 1, 0, 0, 0]",test
3208,Waiters are very friendly and the pasta is out of this world.,"[0, 1, 0, 1, 0]",test
3209,Great wine list and great cocktail menu.,"[0, 0, 0, 1, 0]",test
3210,The crab cakes are delicious and the BBQ rib was perfect.,"[0, 0, 0, 1, 0]",test
3211,"The food is wonderful, artfully done and simply delicious.","[0, 0, 0, 1, 0]",test
3212,Tiny restaurant with very fast service.,"[1, 1, 0, 0, 0]",test
3213,"The sauce may not be for everyone, since it is distintive.","[0, 0, 0, 1, 0]",test
3214,My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.,"[0, 1, 1, 0, 0]",test
3215,"A beautiful atmosphere, perfect for drinks and/or appetizers.","[1, 0, 0, 0, 0]",test
3216,Curioni's Pizza has been around since the 1920's.,"[0, 0, 0, 0, 1]",test
3217,They make the best pizza in New Jersey.,"[0, 0, 0, 1, 0]",test
3218,I recently visited over this past summer after being away for a year.,"[0, 0, 0, 0, 1]",test
3219,"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list.","[0, 1, 0, 1, 0]",test
3220,"Frankly, the chinese food here is something I can make better at home.","[0, 0, 0, 1, 0]",test
3221,There was only one waiter for the whole restaurant upstairs.,"[0, 1, 0, 0, 0]",test
3222,We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,"[0, 0, 0, 1, 0]",test
3223,"Not to be overlooked, the service is excellent.","[0, 1, 0, 0, 0]",test
3224,this without question is one of the worst hotdogs i have ever had.,"[0, 0, 0, 1, 0]",test
3225,"The staff is unbelievably friendly, and I dream about their Saag gosht...so good.","[0, 1, 0, 1, 0]",test
3226,I also recommend the garlic knots.,"[0, 0, 0, 1, 0]",test
3227,Best Indian food I have ever eaten.,"[0, 0, 0, 1, 0]",test
3228,You won't be dissapointed.,"[0, 0, 0, 0, 1]",test
3229,This place has the best pizza.,"[0, 0, 0, 1, 0]",test
3230,Culinaria is a welcome addition to the Garment district- far better than any restaurant in the area.,"[0, 0, 0, 0, 1]",test
3231,The music which is sometimes a little too heavy for my taste.,"[1, 0, 0, 0, 0]",test
3232,The service is excellent and always informative without an air.,"[0, 1, 0, 0, 0]",test
3233,The owner and staff go to great lengths to make you feel comfortable.,"[0, 1, 0, 0, 0]",test
3234,I can't stand this dungeon.,"[1, 0, 0, 0, 0]",test
3235,The sushi is always fresh and yummy and the menu is pretty varied.,"[0, 0, 0, 1, 0]",test
3236,"The food was great - sushi was good, but the cooked food amazed us.","[0, 0, 0, 1, 0]",test
3237,their dinner specials are fantastic.,"[0, 0, 0, 1, 0]",test
3238,Delish and made to your liking!,"[0, 0, 0, 1, 0]",test
3239,"Great food, great drinks, nice dining atmosphere.","[1, 0, 0, 1, 0]",test
3240,"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants.","[0, 0, 1, 1, 0]",test
3241,Food portion was SMALL and below average.,"[0, 0, 0, 1, 0]",test
3242,Do yourself a favor and avoid this place at ALL COST!,"[0, 0, 0, 0, 1]",test
3243,since the first time I came here I've been hooked.,"[0, 0, 0, 0, 1]",test
3244,Sit back in one of those comfortable chairs.,"[1, 0, 0, 0, 0]",test
3245,"People in the neighborhood seem to love it, too.","[0, 0, 0, 0, 1]",test
3246,"in conclusion, THIS PLACE SUCKS!!!","[0, 0, 0, 0, 1]",test
3247,My favs here are the Tacos Pastor and the Tostada de Tinga...,"[0, 0, 0, 1, 0]",test
3248,"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!","[0, 0, 0, 0, 1]",test
3249,Have to tell you: Not at all impressed.,"[0, 0, 0, 0, 1]",test
3250,"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy.","[1, 1, 0, 0, 0]",test
3251,"For a savory take on the soup and sandwich meal, try the hot and sour soup.","[0, 0, 0, 1, 0]",test
3252,"This bar has it all - great drinks, cool atmosphere, excellent service and delicious food.","[1, 1, 0, 1, 0]",test
3253,"Also, the chick peas with shrimp (appetizer) is divine.","[0, 0, 0, 1, 0]",test
3254,"Finally, I got sick of the bad service, obnoxious smirks, and snotty back talk.","[0, 1, 0, 0, 0]",test
3255,How have I never been to Agave before?,"[0, 0, 0, 0, 1]",test
3256,"You're going to drop some coin, but completely worth it, especially if you are looking to impress someone.","[0, 0, 1, 0, 0]",test
3257,We ordered lamb which was perfectly cooked and tasted awesome.,"[0, 0, 0, 1, 0]",test
3258,i especially like their soft shell crab sandwich with fries.,"[0, 0, 0, 1, 0]",test
3259,"if you're looking for authentic hong kong-style food, look no further.","[0, 0, 0, 1, 0]",test
3260,My wife I lived on the west side and found this while visiting firends on the UES.,"[0, 0, 0, 0, 1]",test
3261,good food good wine that's it.,"[0, 0, 0, 1, 0]",test
3262,A nice find in the neighborhood.,"[0, 0, 0, 0, 1]",test
3263,The staff was extremely friendly and pleasant.,"[0, 1, 0, 0, 0]",test
3264,"And as SOON as one person is done, she asked to pick up the plate immediately.","[0, 1, 0, 0, 0]",test
3265,"This place is Italian, not French.","[0, 0, 0, 0, 1]",test
3266,"After so many great reviews here, my bf and I went to Esca to celebrate my birthday last nite.","[0, 0, 0, 0, 1]",test
3267,"While their kitchen food is delicious, their Sushi is out of this world.","[0, 0, 0, 1, 0]",test
3268,"There was a heat problem to boot, so it was about 40 degrees in the restaurant -- we had to request to uncheck our coats!","[1, 0, 0, 0, 0]",test
3269,"everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere.","[1, 1, 0, 0, 0]",test
3270,"It's traditional, simple italian food.","[0, 0, 0, 1, 0]",test
3271,My girlfriend and I just spent our 10 month anniversary at Lou Lou.,"[0, 0, 0, 0, 1]",test
3272,"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level.","[0, 0, 0, 1, 0]",test
3273,(The sashimi is cut a little thinly.,"[0, 0, 0, 1, 0]",test
3274,"Bay Terrace mall is nothing (ok, almost nothing) without it!","[0, 0, 0, 0, 1]",test
3275,Could have had better for 1/3 the price in Chinatown.,"[0, 0, 1, 0, 0]",test
3276,My husband and I had a blast.,"[0, 0, 0, 0, 1]",test
3277,personally i say save your money.,"[0, 0, 0, 0, 1]",test
3278,"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham.","[0, 0, 0, 1, 0]",test
3279,"Believe me, they live up to the name.","[0, 0, 0, 0, 1]",test
3280,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.","[0, 1, 0, 0, 0]",test
3281,"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.","[1, 1, 0, 0, 0]",test
3282,"When the dish arrived it was blazing with green chillis, definitely not edible by a human.","[0, 0, 0, 1, 0]",test
3283,The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).,"[0, 1, 0, 1, 0]",test
3284,It's about $7 for lunch and they have take-out or dine-in.,"[0, 1, 1, 0, 0]",test
3285,They are by far the BEST past in New York.,"[0, 0, 0, 0, 1]",test
3286,I have eaten here several times before attending an afternoon performance.,"[0, 0, 0, 0, 1]",test
3287,Everything is very cheap.,"[0, 0, 1, 0, 0]",test
3288,Be sure to accompany your food with one of their fresh juice concoctions.,"[0, 0, 0, 1, 0]",test
3289,The food is great and the prices are reasonable.,"[0, 0, 1, 1, 0]",test
3290,"The place is clean, and if you like soul food, then this is the place to be!","[1, 0, 0, 1, 0]",test
3291,You'll see a lot of people eating there after church.,"[0, 0, 0, 0, 1]",test
3292,I had roast chicken and a salad.,"[0, 0, 0, 1, 0]",test
3293,I've been a regular customer at Juice Generation for the last 3 months - my office moved to the Film Center on Ninth Avenue and they are on the next block.,"[0, 0, 0, 0, 1]",test
3294,They have a very good chicken with avocado and good tuna as well.,"[0, 0, 0, 1, 0]",test
3295,It's the kind of place I like to support!,"[0, 0, 0, 0, 1]",test
3296,But the meals were terrible.,"[0, 0, 0, 1, 0]",test
3297,My chicken was completely dried out and on the cold side and the sauce was not very flavorful.,"[0, 0, 0, 1, 0]",test
3298,Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?,"[0, 0, 0, 1, 0]",test
3299,just walk by the window and see all the unbiased positive reviews in all the major nyc publications.,"[0, 0, 0, 0, 1]",test
3300,Way too much money for such a terrible meal.,"[0, 0, 1, 1, 0]",test
3301,Would not recommend anyone to go.,"[0, 0, 0, 0, 1]",test
3302,"However, the service is absolutely horrible.","[0, 1, 0, 0, 0]",test
3303,A con was the slow bar service.,"[0, 1, 0, 0, 0]",test
3304,Dessert was also to die for!,"[0, 0, 0, 1, 0]",test
3305,"BTW, the service is very good .","[0, 1, 0, 0, 0]",test
3306,We loved it and will go back!,"[0, 0, 0, 0, 1]",test
3307,I came again weeks later with my boyfriend and again had a very nice experience.,"[0, 0, 0, 0, 1]",test
3308,It's eaten with black vinegar and shredded ginger.,"[0, 0, 0, 1, 0]",test
3309,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.","[1, 0, 1, 1, 0]",test
3310,We'll definitly be back again!,"[0, 0, 0, 0, 1]",test
3311,This is the best Italian restaurant in the city.,"[0, 0, 0, 0, 1]",test
3312,it is a cozy place to go with a couple of friends.,"[1, 0, 0, 0, 0]",test
3313,"The service is always great, and the owner walks around to make sure you enjoy.","[0, 1, 0, 0, 0]",test
3314,because the waiters need SEVERE ATTITUE ADJUSTMENTS.,"[0, 1, 0, 0, 0]",test
3315,"There are numerous shavue restaurants in LA, but few out here.","[0, 0, 0, 0, 1]",test
3316,Horrible experience - stay away!,"[0, 0, 0, 0, 1]",test
3317,"If this restaurant was in Manhattan, I would definitely go more often.","[0, 0, 0, 0, 1]",test
3318,the food is delicious and highly recommended.,"[0, 0, 0, 1, 0]",test
3319,"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???","[0, 1, 0, 0, 0]",test
3320,One of my Fav spots in the city.,"[0, 0, 0, 0, 1]",test
3321,"Over priced, overrated....stay away!","[0, 0, 1, 0, 1]",test
3322,Do not go to this restaurant.,"[0, 0, 0, 0, 1]",test
3323,"since i was in the neighborhood, we made sure to give this a try.","[0, 0, 0, 0, 1]",test
3324,All I can say is they are fantastic.,"[0, 0, 0, 0, 1]",test
3325,Dieters stick to salads or indulge in vegetarian platters.,"[0, 0, 0, 1, 0]",test
3326,So for a filling and healthy meal give it a go.,"[0, 0, 0, 1, 0]",test
3327,I can't imagine how much worse it would have been if we'd gone at a prime time!,"[0, 0, 0, 0, 1]",test
3328,I have dined at Mammino several times now and each time it gets bettter.,"[0, 0, 0, 0, 1]",test
3329,Definitely something to come down and check out.,"[0, 0, 0, 0, 1]",test
3330,"Since I cook for a living, I'm very fussy about the food I eat in restaurants.","[0, 0, 0, 0, 1]",test
3331,The service was outstanding.,"[0, 1, 0, 0, 0]",test
3332,I went for restaurant week.,"[0, 0, 0, 0, 1]",test
3333,My friends and I stop here for pizza before hitting the Kips Bay movie theater.,"[0, 0, 0, 0, 1]",test
3334,We always enjoy the pizza.,"[0, 0, 0, 1, 0]",test
3335,The service is pretty good.,"[0, 1, 0, 0, 0]",test
3336,I went there with a few friends and will return.,"[0, 0, 0, 0, 1]",test
3337,This place has been around for a few years.,"[0, 0, 0, 0, 1]",test
3338,"Yum, the chicken is great here.","[0, 0, 0, 1, 0]",test
3339,I highly recommend this restaurant!!,"[0, 0, 0, 0, 1]",test
3340,You will find everything about Trio to your liking!,"[0, 0, 0, 0, 1]",test
3341,This place was the worst.,"[0, 0, 0, 0, 1]",test
3342,I ordered from here last week.,"[0, 0, 0, 0, 1]",test
3343,"This is a nice sushi restaurant in Brooklyn that's located on 86 street, right underneath the train station.","[0, 0, 0, 0, 1]",test
3344,"The food here was great, a treat from beginning to end.","[0, 0, 0, 1, 0]",test
3345,The host (owner) and servers are personable and caring.,"[0, 1, 0, 0, 0]",test
3346,I decided to try out this place after hearing about it in many magazines.,"[0, 0, 0, 0, 1]",test
3347,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.","[1, 1, 0, 1, 0]",test
3348,Having moved I truly miss this place.,"[0, 0, 0, 0, 1]",test
3349,The food is very good and the service is great.,"[0, 1, 0, 1, 0]",test
3350,I usually get one the Vietnamese Beef Noodle Soup.,"[0, 0, 0, 1, 0]",test
3351,"SUM IT: local investment bankers like it, try for yourself at least once.","[0, 0, 0, 0, 1]",test
3352,I started going to dosa hut more after that.,"[0, 0, 0, 0, 1]",test
3353,We were wondering why they were there to make our dining experience miserable?,"[0, 0, 0, 0, 1]",test
3354,"Too bad, has a lot of potential.","[0, 0, 0, 0, 1]",test
3355,"This place has the best Indian food in New York, hands down.","[0, 0, 0, 1, 0]",test
3356,The waiters are very friendly and helpful and if you frequent they will remember you.,"[0, 1, 0, 0, 0]",test
3357,Intimate but charming interior with extremely friendly and attentive service.,"[1, 1, 0, 0, 0]",test
3358,The food was as creative as the decor and both worked.,"[1, 0, 0, 1, 0]",test
3359,Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.,"[0, 0, 0, 0, 1]",test
3360,My first experience at Siam Square was very pleasant.,"[0, 0, 0, 0, 1]",test
3361,I have gone back to Siam Square many times since and everytime I am very satisfied overall.,"[0, 0, 0, 0, 1]",test
3362,"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.","[0, 0, 0, 1, 0]",test
3363,We had our Christmas party at Dos Caminos and it was wonderful.,"[0, 0, 0, 0, 1]",test
3364,My personal favorite is Nick and Joe's.,"[0, 0, 0, 0, 1]",test
3365,The sauce is zesty and flavorful and the crust is nice and crispy.,"[0, 0, 0, 1, 0]",test
3366,This place has the best sushi in the city.,"[0, 0, 0, 1, 0]",test
3367,They have an excellent selection (the rolls with crab are really great).,"[0, 0, 0, 1, 0]",test
3368,"Everyone who works there (the host, the bartender, the servers) is so helpful.","[0, 1, 0, 0, 0]",test
3369,And the food is fantastic.,"[0, 0, 0, 1, 0]",test
3370,Favourites include: potato spinach gnocchi and the lamb.,"[0, 0, 0, 1, 0]",test
3371,Another great thing about Glechik-everything is very cheap!,"[0, 0, 1, 0, 0]",test
3372,"Unfortunately, we chose this spot for lunch as we had done a lot of walking and ended up at the South St Seaport.","[0, 0, 0, 0, 1]",test
3373,But regulars know that the sandwiches are the real star here.,"[0, 0, 0, 1, 0]",test
3374,The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,"[0, 0, 0, 1, 0]",test
